name,value
FBtr0087298.1,bdg
FBtr0087299.1,bdg
FBtr0340017.1,bdg
FBtr0087300.1,bdg
FBtr0087296.1,Diap2
FBtr0087297.1,Diap2
FBtr0087290.1,CG8297
FBtr0302149.1,Mlf
FBtr0306650.1,Mlf
FBtr0087293.1,Mlf
FBtr0087292.1,Mlf
FBtr0087295.1,Mlf
FBtr0087294.1,Mlf
FBtr0306649.1,Mlf
FBtr0306651.1,Mlf
FBtr0087291.1,CG8299
FBtr0114558.1,Cyp4aa1
FBtr0087199.1,CG30093
FBtr0309737.1,mir-4919
FBtr0309736.1,mir-4919
FBtr0336647.1,Strn-Mlck
FBtr0336651.1,Strn-Mlck
FBtr0336652.1,Strn-Mlck
FBtr0336643.1,Strn-Mlck
FBtr0336650.1,Strn-Mlck
FBtr0336649.1,Strn-Mlck
FBtr0336644.1,Strn-Mlck
FBtr0336646.1,Strn-Mlck
FBtr0336645.1,Strn-Mlck
FBtr0336648.1,Strn-Mlck
FBtr0087201.1,CG8366
FBtr0345223.1,CR45021
FBtr0344193.1,CR45021
FBtr0087268.1,CG8314
FBtr0087267.1,Pex11
FBtr0087202.1,CG8320
FBtr0300597.1,ATPCL
FBtr0340016.1,ATPCL
FBtr0300598.1,ATPCL
FBtr0300596.1,ATPCL
FBtr0087203.1,CG8370
FBtr0340015.1,CG8370
FBtr0087264.1,CG8386
FBtr0087204.1,CG8389
FBtr0087205.1,CG8389
FBtr0087263.1,CG8388
FBtr0087262.1,Prosbeta1
FBtr0087206.1,Rrp42
FBtr0087261.1,CG8397
FBtr0340018.1,CG8399
FBtr0087207.1,CG8399
FBtr0087259.1,casp
FBtr0087260.1,casp
FBtr0339756.1,casp
FBtr0301196.1,CG8401
FBtr0087209.1,SP2353
FBtr0340019.1,SP2353
FBtr0340020.1,CG8405
FBtr0087210.1,CG8405
FBtr0304456.1,mir-137
FBtr0304457.1,mir-137
FBtr0308762.1,CR43415
FBtr0308761.1,CR43415
FBtr0306238.1,Dg
FBtr0087258.1,Dg
FBtr0087256.1,Dg
FBtr0087257.1,Dg
FBtr0111011.1,mRpL34
FBtr0087255.1,CG8414
FBtr0087211.1,Rho1
FBtr0087212.1,Rho1
FBtr0087216.1,Rho1
FBtr0087213.1,Rho1
FBtr0087217.1,Rho1
FBtr0087214.1,Rho1
FBtr0087254.1,Ric
FBtr0300576.1,Ric
FBtr0336734.1,Asph
FBtr0305090.1,Asph
FBtr0305092.1,Asph
FBtr0087219.1,Asph
FBtr0305091.1,Asph
FBtr0300575.1,Asph
FBtr0087220.1,Asph
FBtr0310447.1,Asph
FBtr0087222.1,Jhedup
FBtr0087223.1,Jhe
FBtr0301751.1,Jhe
FBtr0340021.1,Jhe
FBtr0087224.1,CG30095
FBtr0089590.1,spin
FBtr0089589.1,spin
FBtr0089593.1,spin
FBtr0089592.1,spin
FBtr0089591.1,spin
FBtr0087231.1,Got1
FBtr0087232.1,Got1
FBtr0087233.1,CG30094
FBtr0087234.1,Aats-cys
FBtr0100513.1,Ext2
FBtr0345647.1,CG10731
FBtr0344527.1,CG10731
FBtr0302084.1,lbk
FBtr0347113.1,CR45993
FBtr0347112.1,CR45994
FBtr0087250.1,CG10734
FBtr0087249.1,CG8435
FBtr0289985.1,Ptp52F
FBtr0087236.1,Lis-1
FBtr0304747.1,Lis-1
FBtr0087240.1,Lis-1
FBtr0087241.1,Lis-1
FBtr0087247.1,CG8441
FBtr0304748.1,CG8441
FBtr0087242.1,clu
FBtr0333169.1,clu
FBtr0087246.1,calypso
FBtr0087245.1,calypso
FBtr0339085.1,CG44242
FBtr0339084.1,CG44242
FBtr0303860.1,CG42837
FBtr0339086.1,CG44243
FBtr0339087.1,CG44243
FBtr0087244.1,shark
FBtr0087193.1,mrj
FBtr0087195.1,mrj
FBtr0306653.1,mrj
FBtr0113084.1,mrj
FBtr0087194.1,mrj
FBtr0087196.1,mrj
FBtr0306652.1,mrj
FBtr0332855.1,mrj
FBtr0087198.1,tRNA:CR30237
FBtr0087197.1,tRNA:CR30238
FBtr0087128.1,tRNA:CR30239
FBtr0087129.1,tRNA:CR30240
FBtr0332854.1,CR43898
FBtr0087192.1,CG7798
FBtr0344079.1,CG15706
FBtr0344081.1,CG15706
FBtr0340024.1,CG15706
FBtr0344080.1,CG15706
FBtr0087191.1,CG15706
FBtr0087130.1,Tsf3
FBtr0087131.1,CG15701
FBtr0087190.1,CG7786
FBtr0087132.1,CG3687
FBtr0087189.1,krimp
FBtr0087188.1,CG15708
FBtr0302924.1,CngA
FBtr0302925.1,CngA
FBtr0087185.1,fidipidine
FBtr0089871.1,csul
FBtr0089872.1,csul
FBtr0087184.1,Khc
FBtr0344885.1,CG33017
FBtr0087135.1,CG33017
FBtr0345872.1,CG33017
FBtr0087183.1,cato
FBtr0087136.1,CG15704
FBtr0087137.1,CG15705
FBtr0087182.1,CG7755
FBtr0087138.1,CG9068
FBtr0329959.1,CR43728
FBtr0087181.1,CG30324
FBtr0087180.1,CG30099
FBtr0343971.1,CR43730
FBtr0087139.1,JhI-26
FBtr0299971.1,CG42372
FBtr0340023.1,CG42372
FBtr0087140.1,CG30100
FBtr0340022.1,CG30100
FBtr0087179.1,CG7747
FBtr0329958.1,Atg9
FBtr0087141.1,Atg9
FBtr0347228.1,CR45232
FBtr0345380.1,CR45232
FBtr0345378.1,Nox
FBtr0345379.1,Nox
FBtr0344889.1,Nox
FBtr0112650.1,Nox
FBtr0087178.1,CG8060
FBtr0289994.1,CG30096
FBtr0087144.1,CG4282
FBtr0087175.1,Vha44
FBtr0290032.1,Vha44
FBtr0290031.1,Vha44
FBtr0087173.1,Vha44
FBtr0087176.1,Vha44
FBtr0087145.1,Hmgs
FBtr0340059.1,Hmgs
FBtr0087147.1,Hmgs
FBtr0087146.1,Hmgs
FBtr0087148.1,Hmgs
FBtr0087149.1,Hmgs
FBtr0087171.1,CG7997
FBtr0087172.1,CG7997
FBtr0087150.1,Nup62
FBtr0340060.1,Nup62
FBtr0087170.1,wcd
FBtr0087169.1,CG15710
FBtr0087168.1,CG30098
FBtr0308763.1,CR43416
FBtr0345670.1,CR45322
FBtr0087152.1,CG6262
FBtr0087151.1,CG6262
FBtr0087153.1,CG6262
FBtr0087167.1,CG15711
FBtr0340061.1,CG15711
FBtr0345655.1,CR45316
FBtr0345657.1,CR45317
FBtr0306048.1,CG43187
FBtr0345656.1,CG43187
FBtr0329992.1,Sema-2b
FBtr0290009.1,Sema-2b
FBtr0329991.1,Sema-2b
FBtr0100001.1,Sema-2b
FBtr0301869.1,Menl-1
FBtr0301867.1,Menl-2
FBtr0100601.1,Menl-2
FBtr0301868.1,Menl-2
FBtr0087157.1,CG4398
FBtr0087160.1,CG7848
FBtr0113085.1,CG4409
FBtr0087159.1,CG15925
FBtr0091520.1,CheB53a
FBtr0091479.1,CheB53b
FBtr0087127.1,CG15712
FBtr0087085.1,CG33458
FBtr0089859.1,CG33459
FBtr0087087.1,S-Lap8
FBtr0087126.1,CG7813
FBtr0087088.1,Sema-2a
FBtr0087090.1,Sema-2a
FBtr0087089.1,Sema-2a
FBtr0345339.1,Sema-2a
FBtr0113086.1,loopin-1
FBtr0087092.1,loopin-1
FBtr0087094.1,Syn2
FBtr0087093.1,Syn2
FBtr0087097.1,Syn2
FBtr0087095.1,Syn2
FBtr0087125.1,DAT
FBtr0330002.1,DAT
FBtr0087098.1,CG4945
FBtr0087099.1,CG4945
FBtr0340062.1,CG4945
FBtr0087100.1,CG4945
FBtr0087123.1,RpS15
FBtr0087124.1,RpS15
FBtr0100547.1,CG4927
FBtr0306005.1,CG8317
FBtr0306006.1,CG8317
FBtr0087122.1,CG8317
FBtr0087102.1,Cdk4
FBtr0087103.1,Cdk4
FBtr0345340.1,Cdk4
FBtr0087104.1,Cdk4
FBtr0340063.1,Cdk4
FBtr0340074.1,CR44375
FBtr0087105.1,RpLP2
FBtr0087121.1,CG8311
FBtr0087120.1,CG8306
FBtr0340065.1,CG8303
FBtr0340064.1,CG8303
FBtr0087107.1,CG5089
FBtr0087108.1,CG5065
FBtr0306249.1,CG5065
FBtr0306250.1,CG5065
FBtr0302206.1,CG5065
FBtr0302205.1,CG5065
FBtr0331926.1,Alk
FBtr0087118.1,Alk
FBtr0336683.1,gprs
FBtr0087109.1,gprs
FBtr0331922.1,gprs
FBtr0336950.1,gprs
FBtr0331921.1,gprs
FBtr0336682.1,gprs
FBtr0087117.1,Amyrel
FBtr0087116.1,Nach
FBtr0087115.1,Picot
FBtr0340068.1,Picot
FBtr0087114.1,Picot
FBtr0340067.1,Picot
FBtr0112763.1,CG34457
FBtr0345621.1,CG34457
FBtr0112764.1,CG34458
FBtr0087112.1,CG30463
FBtr0113380.1,CG30463
FBtr0113379.1,CG30463
FBtr0087113.1,CG30463
FBtr0113381.1,CG30463
FBtr0340066.1,CG5210
FBtr0087111.1,CG5210
FBtr0347233.1,CR43104
FBtr0347234.1,CR43104
FBtr0340524.1,CR44464
FBtr0345495.1,Sfp53D
FBtr0300312.1,Sfp53D
FBtr0087083.1,CG15617
FBtr0345494.1,Acp53C14a
FBtr0087082.1,Acp53C14a
FBtr0345493.1,Acp53C14b
FBtr0087081.1,Acp53C14b
FBtr0087080.1,Acp53Ea
FBtr0091496.1,Acp53C14c
FBtr0303024.1,Acp53C14c
FBtr0346959.1,unc-104
FBtr0330003.1,unc-104
FBtr0113089.1,unc-104
FBtr0304679.1,unc-104
FBtr0087079.1,unc-104
FBtr0113088.1,unc-104
FBtr0113087.1,unc-104
FBtr0304680.1,unc-104
FBtr0112382.1,CG34189
FBtr0087021.1,CG5267
FBtr0300043.1,CG42392
FBtr0305319.1,CG5348
FBtr0305318.1,CG5348
FBtr0345492.1,Sod2
FBtr0087078.1,Sod2
FBtr0340069.1,Arp53D
FBtr0091510.1,Vkor
FBtr0087025.1,resilin
FBtr0087024.1,resilin
FBtr0087028.1,CG5522
FBtr0087027.1,CG5522
FBtr0087029.1,CG5522
FBtr0087026.1,CG5522
FBtr0087031.1,CG5522
FBtr0087030.1,CG5522
FBtr0087032.1,CG15919
FBtr0300552.1,CG15615
FBtr0340525.1,CR44465
FBtr0340079.1,CR44379
FBtr0340078.1,CR44379
FBtr0340080.1,CR44380
FBtr0308764.1,CG5550
FBtr0087033.1,CG5550
FBtr0308766.1,CR43417
FBtr0308765.1,CR43417
FBtr0345377.1,CG34459
FBtr0345376.1,CG34459
FBtr0112765.1,CG34459
FBtr0112766.1,CG34460
FBtr0310102.1,CR43650
FBtr0310103.1,CR43650
FBtr0304404.1,mir-8
FBtr0304405.1,mir-8
FBtr0087076.1,Ugt37c1
FBtr0340526.1,CR44466
FBtr0340527.1,CR44467
FBtr0087036.1,IntS8
FBtr0087075.1,Fen1
FBtr0100436.1,Dek
FBtr0332946.1,Dek
FBtr0100438.1,Dek
FBtr0100440.1,Dek
FBtr0100437.1,Dek
FBtr0309761.1,snoRNA:Dek-a
FBtr0087073.1,Psi
FBtr0087074.1,Psi
FBtr0087072.1,Psi
FBtr0345627.1,Ef1beta
FBtr0332947.1,Ef1beta
FBtr0087042.1,CG6426
FBtr0087043.1,CG6421
FBtr0087044.1,CG6429
FBtr0087045.1,CG6435
FBtr0087071.1,CG8910
FBtr0340070.1,CG6472
FBtr0304460.1,mir-990
FBtr0304461.1,mir-990
FBtr0087047.1,inaC
FBtr0331960.1,Pkc53E
FBtr0112819.1,Pkc53E
FBtr0305070.1,Pkc53E
FBtr0087048.1,Pkc53E
FBtr0087049.1,Pkc53E
FBtr0305069.1,Pkc53E
FBtr0331961.1,CG43788
FBtr0331962.1,CG43789
FBtr0087050.1,CG15614
FBtr0112383.1,CG34190
FBtr0087070.1,Vha16-4
FBtr0112692.1,mute
FBtr0112691.1,mute
FBtr0112384.1,CG34191
FBtr0340071.1,CG34191
FBtr0339072.1,PIG-V
FBtr0339071.1,PIG-V
FBtr0339073.1,PIG-V
FBtr0087054.1,CG6665
FBtr0087067.1,CG9010
FBtr0340075.1,CR44376
FBtr0087055.1,tRNA:G3:53E
FBtr0340076.1,CR44377
FBtr0340072.1,Cbp53E
FBtr0087056.1,Cbp53E
FBtr0344460.1,CG30461
FBtr0344458.1,CG30461
FBtr0344459.1,CG30461
FBtr0336870.1,ste24c
FBtr0100120.1,ste24c
FBtr0346515.1,ste24c
FBtr0087060.1,ste24b
FBtr0087059.1,ste24a
FBtr0087057.1,CG6796
FBtr0087058.1,NiPp1
FBtr0086966.1,CG6805
FBtr0306574.1,CG6805
FBtr0340073.1,Ehbp1
FBtr0114628.1,Ehbp1
FBtr0087019.1,Ehbp1
FBtr0114627.1,Ehbp1
FBtr0087017.1,CG8963
FBtr0300573.1,CG8963
FBtr0087016.1,CG8963
FBtr0340126.1,CG8963
FBtr0086967.1,Dark
FBtr0086968.1,Dark
FBtr0344891.1,CR44390
FBtr0340132.1,CR44390
FBtr0340124.1,RhoGEF2
FBtr0086969.1,RhoGEF2
FBtr0305083.1,RhoGEF2
FBtr0086970.1,RhoGEF2
FBtr0086971.1,RhoGEF2
FBtr0306913.1,CG43328
FBtr0344871.1,CG43328
FBtr0306912.1,CG43327
FBtr0307338.1,CG43371
FBtr0344931.1,CR45144
FBtr0344932.1,CR45145
FBtr0331984.1,CG9640
FBtr0086972.1,CG9640
FBtr0086973.1,CG9642
FBtr0086974.1,CG9646
FBtr0340125.1,CG9646
FBtr0086975.1,fat-spondin
FBtr0087014.1,tef
FBtr0306810.1,CG8950
FBtr0087013.1,CG8950
FBtr0300277.1,CG6967
FBtr0300276.1,CG6967
FBtr0113378.1,CG30460
FBtr0087010.1,CG30460
FBtr0300958.1,CG30460
FBtr0087011.1,CG30460
FBtr0273340.1,CG30460
FBtr0087012.1,CG30460
FBtr0273341.1,CG30460
FBtr0087009.1,CG30460
FBtr0302611.1,CG30460
FBtr0087008.1,Sply
FBtr0087007.1,Sply
FBtr0086979.1,CG6984
FBtr0087006.1,GstS1
FBtr0333551.1,GstS1
FBtr0087005.1,GstS1
FBtr0100258.1,GstS1
FBtr0273336.1,CG30456
FBtr0333550.1,CG30456
FBtr0273337.1,CG30456
FBtr0086982.1,CG15611
FBtr0086981.1,CG15611
FBtr0345521.1,Amy-p
FBtr0087004.1,Amy-p
FBtr0345516.1,CR45272
FBtr0110777.1,Spn53F
FBtr0086983.1,Amy-d
FBtr0087002.1,CG15605
FBtr0340127.1,Cda9
FBtr0086984.1,Cda9
FBtr0345520.1,CR45273
FBtr0110768.1,Acp54A1
FBtr0345517.1,CG11400
FBtr0086985.1,CG11400
FBtr0340134.1,CR44391
FBtr0345518.1,CR44391
FBtr0086986.1,Gbp
FBtr0345519.1,CG11395
FBtr0086987.1,CG11395
FBtr0304891.1,CG43103
FBtr0304890.1,CG43107
FBtr0340128.1,CR44386
FBtr0091925.1,snoRNA:U3:54Aa
FBtr0087001.1,tRNA:CR30234
FBtr0086988.1,tRNA:CR30235
FBtr0091605.1,snoRNA:U3:54Ab
FBtr0346643.1,CG17290
FBtr0086989.1,CG17290
FBtr0087000.1,CG17287
FBtr0086999.1,CG30458
FBtr0086998.1,CG30457
FBtr0329878.1,CG10953
FBtr0086997.1,CG10953
FBtr0340129.1,CR44387
FBtr0340131.1,CR44388
FBtr0340130.1,CR44389
FBtr0345671.1,CR45323
FBtr0086990.1,CG10950
FBtr0306290.1,CG43237
FBtr0310346.1,mbl
FBtr0336941.1,mbl
FBtr0086994.1,mbl
FBtr0086991.1,mbl
FBtr0086992.1,mbl
FBtr0306601.1,mbl
FBtr0306604.1,mbl
FBtr0310058.1,mbl
FBtr0336942.1,mbl
FBtr0306606.1,mbl
FBtr0310059.1,mbl
FBtr0336940.1,mbl
FBtr0306603.1,mbl
FBtr0086996.1,CG18469
FBtr0300762.1,CG12699
FBtr0310349.1,CR43660
FBtr0306714.1,CG43272
FBtr0306715.1,CG43272
FBtr0304895.1,CG43108
FBtr0347117.1,CR45997
FBtr0310348.1,CR43661
FBtr0339754.1,CR44344
FBtr0086965.1,tRNA:CR30232
FBtr0086908.1,tRNA:CR30233
FBtr0086909.1,Sip1
FBtr0340144.1,CG6568
FBtr0086964.1,CG6568
FBtr0086963.1,CG30101
FBtr0086910.1,Prosalpha5
FBtr0086911.1,Prosalpha5
FBtr0340214.1,cnk
FBtr0086962.1,cnk
FBtr0086913.1,l(2)k01209
FBtr0086912.1,l(2)k01209
FBtr0086914.1,l(2)k01209
FBtr0086915.1,l(2)k01209
FBtr0086961.1,CG6550
FBtr0345803.1,Mtap
FBtr0086916.1,Mtap
FBtr0329993.1,Mtap
FBtr0086960.1,Bap55
FBtr0086917.1,Lhr
FBtr0340213.1,EDTP
FBtr0086958.1,EDTP
FBtr0086918.1,CG18467
FBtr0086957.1,mthl4
FBtr0340211.1,mthl3
FBtr0340212.1,mthl3
FBtr0086955.1,mthl3
FBtr0086919.1,CG10764
FBtr0112385.1,robls54B
FBtr0340210.1,robls54B
FBtr0086920.1,robl
FBtr0345418.1,CG14478
FBtr0086921.1,CG14478
FBtr0345417.1,CG14478
FBtr0086922.1,CG14478
FBtr0086954.1,Tes
FBtr0331464.1,qkr54B
FBtr0086923.1,qkr54B
FBtr0306248.1,qkr54B
FBtr0086925.1,qkr54B
FBtr0086953.1,insb
FBtr0345651.1,insb
FBtr0345650.1,CG43110
FBtr0304897.1,CG43110
FBtr0340209.1,veil
FBtr0086926.1,veil
FBtr0086928.1,NT5E-2
FBtr0086927.1,NT5E-2
FBtr0086929.1,CG30103
FBtr0305703.1,CG43164
FBtr0305704.1,CG43164
FBtr0305702.1,CG43164
FBtr0305705.1,CG43164
FBtr0305701.1,CG43164
FBtr0345622.1,CG34193
FBtr0112386.1,CG34193
FBtr0086933.1,CG4847
FBtr0086935.1,CG4847
FBtr0086934.1,CG4847
FBtr0086937.1,CG4847
FBtr0086939.1,CG4853
FBtr0086938.1,CG4853
FBtr0340216.1,CG4853
FBtr0086951.1,APC10
FBtr0086940.1,CG4866
FBtr0273446.1,Patronin
FBtr0332265.1,Patronin
FBtr0332260.1,Patronin
FBtr0273447.1,Patronin
FBtr0086950.1,Patronin
FBtr0332264.1,Patronin
FBtr0300603.1,Patronin
FBtr0332263.1,Patronin
FBtr0332262.1,Patronin
FBtr0332261.1,Patronin
FBtr0332266.1,Patronin
FBtr0086949.1,Patronin
FBtr0086948.1,Patronin
FBtr0086941.1,eIF3-S9
FBtr0086942.1,eIF3-S9
FBtr0307337.1,CG43370
FBtr0340218.1,CG34194
FBtr0112387.1,CG34194
FBtr0086945.1,cyp33
FBtr0086947.1,RpL18A
FBtr0340219.1,MESR4
FBtr0113090.1,MESR4
FBtr0086946.1,MESR4
FBtr0340220.1,MESR4
FBtr0306906.1,Klp54D
FBtr0340221.1,Klp54D
FBtr0306905.1,Klp54D
FBtr0306907.1,CG43324
FBtr0086827.1,CG14480
FBtr0304733.1,CG14480
FBtr0086906.1,Ns2
FBtr0086828.1,POSH
FBtr0329864.1,CG14482
FBtr0086905.1,CG14482
FBtr0290307.1,CG42239
FBtr0086829.1,Rab4
FBtr0086830.1,Rab4
FBtr0340217.1,Dcr-2
FBtr0086904.1,Dcr-2
FBtr0086903.1,CG6484
FBtr0345523.1,CR45274
FBtr0345525.1,CG14483
FBtr0086902.1,CG14483
FBtr0329863.1,CG14483
FBtr0345524.1,CR45275
FBtr0086900.1,RhoGAP54D
FBtr0329862.1,RhoGAP54D
FBtr0086832.1,icln
FBtr0086899.1,CG30105
FBtr0086833.1,Smurf
FBtr0333168.1,Smurf
FBtr0086834.1,CG11423
FBtr0344699.1,CG43920
FBtr0344700.1,CG43920
FBtr0302392.1,CG42649
FBtr0086898.1,tRNA:CR30333
FBtr0086835.1,tRNA:CR30231
FBtr0086895.1,CG10936
FBtr0340215.1,CG44403
FBtr0113512.1,snoRNA:Or-aca4
FBtr0086897.1,rhi
FBtr0086896.1,Oxp
FBtr0086893.1,CCHa1-R
FBtr0340269.1,eIF3-S8
FBtr0086836.1,eIF3-S8
FBtr0273298.1,CG30108
FBtr0340271.1,CG30109
FBtr0340272.1,CR44404
FBtr0086892.1,P32
FBtr0086890.1,Sema-1b
FBtr0086891.1,Sema-1b
FBtr0302161.1,Sema-1b
FBtr0086839.1,HPS4
FBtr0086840.1,HPS4
FBtr0301265.1,CG42561
FBtr0301266.1,CG42562
FBtr0086889.1,swi2
FBtr0086888.1,rdgBbeta
FBtr0344933.1,CR45146
FBtr0333558.1,Uhg1
FBtr0086842.1,Uhg1
FBtr0086843.1,snoRNA:Me28S-G3081a
FBtr0086844.1,snoRNA:Me28S-A3407a
FBtr0086845.1,snoRNA:Me28S-A1666a
FBtr0086846.1,snoRNA:U29:54Eb
FBtr0086847.1,snoRNA:U29:54Ec
FBtr0086848.1,snoRNA:U76:54Eb
FBtr0086849.1,snoRNA:U29:54Ed
FBtr0086850.1,snoRNA:U27:54Ea
FBtr0086851.1,snoRNA:Me28S-G3277a
FBtr0086852.1,snoRNA:snR38:54Eb
FBtr0086853.1,snoRNA:U31:54Eb
FBtr0086854.1,snoRNA:U31:54Ec
FBtr0086855.1,snoRNA:U31:54Ed
FBtr0086856.1,snoRNA:U27:54Eb
FBtr0086857.1,snoRNA:snR38:54Ec
FBtr0086858.1,snoRNA:Me18S-A28a
FBtr0086887.1,CG6424
FBtr0301202.1,CG6424
FBtr0340273.1,CG6424
FBtr0086886.1,CG6424
FBtr0086859.1,CG10934
FBtr0086860.1,CG10933
FBtr0086885.1,Snx16
FBtr0301183.1,CG4984
FBtr0299817.1,CG4984
FBtr0086862.1,CG4984
FBtr0301182.1,CG4984
FBtr0299816.1,CG4975
FBtr0340274.1,CG4975
FBtr0112388.1,CG34195
FBtr0086883.1,CG6406
FBtr0086884.1,CG6406
FBtr0340278.1,CG6401
FBtr0086882.1,CG6401
FBtr0086864.1,CG4996
FBtr0086865.1,Ir54a
FBtr0086881.1,sub
FBtr0340277.1,sub
FBtr0089545.1,CG10931
FBtr0089546.1,CG5002
FBtr0089560.1,Sardh
FBtr0089547.1,HLH54F
FBtr0089548.1,CG5009
FBtr0089559.1,OstDelta
FBtr0340276.1,OstDelta
FBtr0309601.1,mir-3643
FBtr0309603.1,mir-3643
FBtr0309602.1,mir-3643
FBtr0340275.1,CR44416
FBtr0089558.1,CG14488
FBtr0089557.1,CG18635
FBtr0089556.1,CG6362
FBtr0089554.1,fab1
FBtr0089555.1,fab1
FBtr0100026.1,CG33981
FBtr0329953.1,CG33981
FBtr0100025.1,CG33981
FBtr0304353.1,mir-31a
FBtr0304354.1,mir-31a
FBtr0089549.1,aft
FBtr0089553.1,Ubc10
FBtr0089550.1,CG5033
FBtr0340279.1,Dhit
FBtr0301142.1,Dhit
FBtr0345480.1,CR45270
FBtr0345792.1,CR45270
FBtr0345793.1,CR45270
FBtr0345791.1,grh
FBtr0299706.1,grh
FBtr0299705.1,grh
FBtr0300538.1,grh
FBtr0300539.1,grh
FBtr0299707.1,grh
FBtr0300541.1,grh
FBtr0306625.1,grh
FBtr0086795.1,olf186-F
FBtr0336698.1,olf186-F
FBtr0336699.1,olf186-F
FBtr0086797.1,olf186-F
FBtr0114614.1,olf186-F
FBtr0086799.1,olf186-M
FBtr0336700.1,CG30323
FBtr0273321.1,CG30323
FBtr0086801.1,CG14490
FBtr0340283.1,thr
FBtr0086825.1,thr
FBtr0086822.1,Mapmodulin
FBtr0300410.1,Mapmodulin
FBtr0086823.1,Mapmodulin
FBtr0113091.1,Mapmodulin
FBtr0340282.1,CR44417
FBtr0086802.1,Elk
FBtr0340287.1,Elk
FBtr0086821.1,CG30325
FBtr0086820.1,CG30110
FBtr0302291.1,PPO1
FBtr0086818.1,CG14492
FBtr0086803.1,CG14491
FBtr0340284.1,CR44418
FBtr0086817.1,PpY-55A
FBtr0344898.1,PpY-55A
FBtr0340286.1,dpr13
FBtr0300215.1,dpr13
FBtr0340285.1,CR44419
FBtr0345582.1,CG5084
FBtr0086804.1,CG5084
FBtr0089630.1,CG10910
FBtr0345472.1,CG5773
FBtr0340281.1,CG5773
FBtr0086813.1,CG5773
FBtr0086812.1,CG5770
FBtr0086811.1,CG5767
FBtr0300216.1,CG34005
FBtr0344762.1,CG34005
FBtr0086810.1,CG14495
FBtr0345646.1,CG14495
FBtr0340280.1,Muc55B
FBtr0086809.1,Muc55B
FBtr0086808.1,CG10911
FBtr0345643.1,CR45313
FBtr0086807.1,CG10912
FBtr0345645.1,CR45314
FBtr0345644.1,CG34386
FBtr0112627.1,CG34386
FBtr0344194.1,CR45022
FBtr0329995.1,CG5757
FBtr0086787.1,CG5757
FBtr0086732.1,CG5098
FBtr0329994.1,CG5098
FBtr0113092.1,CG5098
FBtr0346952.1,CG5098
FBtr0330001.1,CG5756
FBtr0086785.1,CG5756
FBtr0112389.1,CG34196
FBtr0086783.1,stau
FBtr0086784.1,stau
FBtr0301614.1,stau
FBtr0086733.1,Spn55B
FBtr0086734.1,Dip3
FBtr0110965.1,Hsf
FBtr0110964.1,Hsf
FBtr0086782.1,Hsf
FBtr0110966.1,Hsf
FBtr0329998.1,Pcl
FBtr0086735.1,Pcl
FBtr0086736.1,pAbp
FBtr0086738.1,pAbp
FBtr0086740.1,pAbp
FBtr0113513.1,snoRNA:Psi18S-1347a
FBtr0113514.1,snoRNA:Psi18S-1347b
FBtr0091610.1,snoRNA:Psi18S-1347c
FBtr0086781.1,CG17680
FBtr0329999.1,CG5742
FBtr0086780.1,CG5742
FBtr0330000.1,CG5742
FBtr0086744.1,adp
FBtr0340288.1,adp
FBtr0086777.1,lolal
FBtr0300484.1,lolal
FBtr0086778.1,lolal
FBtr0086779.1,lolal
FBtr0345357.1,lolal
FBtr0086776.1,lolal
FBtr0305270.1,lolal
FBtr0300483.1,lolal
FBtr0086745.1,CG10914
FBtr0345416.1,CG10915
FBtr0086746.1,CG10915
FBtr0086775.1,Nup75
FBtr0300663.1,CG42518
FBtr0300662.1,CG42518
FBtr0300664.1,MED9
FBtr0086774.1,Dgp-1
FBtr0086773.1,Dgp-1
FBtr0345654.1,CR45315
FBtr0086749.1,CG10916
FBtr0332853.1,CG10916
FBtr0086772.1,CG5726
FBtr0332852.1,nopo
FBtr0086750.1,nopo
FBtr0086771.1,CG5721
FBtr0099994.1,CG33958
FBtr0310320.1,CG14499
FBtr0086752.1,CG14500
FBtr0086753.1,CG30114
FBtr0344934.1,CR45147
FBtr0345624.1,CR45310
FBtr0345625.1,CR45311
FBtr0086754.1,fj
FBtr0340334.1,CR44420
FBtr0340330.1,CR44421
FBtr0086768.1,Ote
FBtr0340331.1,pen-2
FBtr0089842.1,pen-2
FBtr0301550.1,sbb
FBtr0301547.1,sbb
FBtr0329997.1,sbb
FBtr0301551.1,sbb
FBtr0301548.1,sbb
FBtr0301549.1,sbb
FBtr0086766.1,sbb
FBtr0301546.1,CG14502
FBtr0086756.1,CG14502
FBtr0086757.1,CG14502
FBtr0340332.1,CG14502
FBtr0086758.1,CG18536
FBtr0086759.1,CG18537
FBtr0086760.1,CG18538
FBtr0340333.1,CG18539
FBtr0307184.1,CG18539
FBtr0307185.1,CG18540
FBtr0307186.1,CG14505
FBtr0110803.1,CG14505
FBtr0086763.1,Tango8
FBtr0340530.1,CR42736
FBtr0306078.1,CG43202
FBtr0086729.1,IM23
FBtr0086662.1,IM1
FBtr0086663.1,CG18107
FBtr0086728.1,CG15067
FBtr0300844.1,CG15067
FBtr0086664.1,IM2
FBtr0340328.1,IM3
FBtr0086665.1,IM3
FBtr0086666.1,CG16836
FBtr0086667.1,CG15065
FBtr0086727.1,CG15068
FBtr0086668.1,Idgf5
FBtr0344195.1,GstE10
FBtr0086726.1,GstE10
FBtr0086669.1,GstE1
FBtr0086670.1,GstE2
FBtr0086671.1,GstE3
FBtr0310489.1,CR43687
FBtr0310490.1,CR43688
