name,value
FBtr0086672.1,GstE4
FBtr0086673.1,GstE5
FBtr0086674.1,GstE6
FBtr0086675.1,GstE7
FBtr0086676.1,GstE8
FBtr0345798.1,GstE8
FBtr0086677.1,GstE9
FBtr0086725.1,imd
FBtr0345891.1,imd
FBtr0086683.1,Dp1
FBtr0086679.1,Dp1
FBtr0086682.1,Dp1
FBtr0086680.1,Dp1
FBtr0086681.1,Dp1
FBtr0345226.1,Dp1
FBtr0340329.1,Dp1
FBtr0086686.1,CG5174
FBtr0301149.1,CG5174
FBtr0086687.1,CG5174
FBtr0086689.1,CG5174
FBtr0301148.1,CG5174
FBtr0086684.1,CG5174
FBtr0306636.1,CG5174
FBtr0086690.1,CG5174
FBtr0340359.1,CG5174
FBtr0306637.1,CG5174
FBtr0086691.1,CG12263
FBtr0113361.1,CG30118
FBtr0113360.1,CG30118
FBtr0086724.1,CG30118
FBtr0086693.1,slim
FBtr0331958.1,slim
FBtr0086694.1,CG5189
FBtr0299805.1,CG5189
FBtr0299806.1,CG30120
FBtr0086723.1,Prp19
FBtr0086696.1,CG5190
FBtr0086722.1,CG17669
FBtr0086719.1,CG30116
FBtr0086721.1,CG30116
FBtr0086718.1,CG30116
FBtr0086720.1,CG30116
FBtr0345628.1,GstE11
FBtr0086697.1,GstE11
FBtr0304865.1,CG43066
FBtr0304867.1,CG43066
FBtr0086699.1,CG10924
FBtr0113093.1,CG10924
FBtr0086701.1,Pepck
FBtr0344533.1,CG45087
FBtr0112633.1,Rgk2
FBtr0340386.1,Rgk2
FBtr0300421.1,GEFmeso
FBtr0310055.1,GEFmeso
FBtr0340387.1,GEFmeso
FBtr0302904.1,CG42697
FBtr0086705.1,CG10927
FBtr0086714.1,mRpS28
FBtr0086706.1,CG5323
FBtr0086707.1,CG5327
FBtr0307347.1,CG5493
FBtr0307349.1,CG5493
FBtr0307348.1,CG5493
FBtr0086713.1,CG5493
FBtr0086711.1,Atg7
FBtr0086712.1,Atg7
FBtr0086708.1,CG5335
FBtr0086709.1,Sec6
FBtr0345422.1,Eip55E
FBtr0086710.1,Eip55E
FBtr0345423.1,CG5482
FBtr0345424.1,CG5482
FBtr0086661.1,CG5482
FBtr0340394.1,CG5482
FBtr0300924.1,CG30122
FBtr0300923.1,CG30122
FBtr0086660.1,CG30122
FBtr0086603.1,tRNA:CR30227
FBtr0086659.1,tRNA:G3:55E
FBtr0091722.1,CheA56a
FBtr0301861.1,SP2637
FBtr0301862.1,SP2637
FBtr0086658.1,SP2637
FBtr0086657.1,SP2637
FBtr0340393.1,CG42306
FBtr0299688.1,CG42306
FBtr0299689.1,CG42306
FBtr0086654.1,Gint3
FBtr0340392.1,Gint3
FBtr0086655.1,Gint3
FBtr0340391.1,CG33136
FBtr0086653.1,CG33136
FBtr0340390.1,CG33136
FBtr0086652.1,edl
FBtr0340486.1,CG44434
FBtr0342881.1,CG44435
FBtr0340487.1,CG44435
FBtr0340485.1,CG44433
FBtr0304023.1,CG42855
FBtr0304026.1,Sik3
FBtr0340388.1,Sik3
FBtr0344259.1,Sik3
FBtr0344258.1,Sik3
FBtr0304025.1,Sik3
FBtr0304024.1,Sik3
FBtr0086605.1,CG15071
FBtr0340389.1,CG15073
FBtr0086607.1,CG15073
FBtr0086647.1,CG15087
FBtr0091953.1,pncr016:2R
FBtr0345672.1,Hs3st-A
FBtr0086608.1,Hs3st-A
FBtr0309595.1,mir-4982
FBtr0309596.1,mir-4982
FBtr0309597.1,mir-4982
FBtr0300863.1,List
FBtr0300864.1,List
FBtr0100053.1,CG33998
FBtr0308920.1,CR30121
FBtr0086643.1,CG18609
FBtr0086642.1,CG17821
FBtr0086609.1,Cyp12b2
FBtr0304052.1,Jabba
FBtr0333163.1,Jabba
FBtr0299943.1,Jabba
FBtr0299945.1,Jabba
FBtr0304051.1,Jabba
FBtr0330006.1,Jabba
FBtr0299944.1,Jabba
FBtr0299942.1,Jabba
FBtr0345950.1,Mctp
FBtr0110970.1,Mctp
FBtr0330004.1,Mctp
FBtr0346955.1,Mctp
FBtr0330005.1,Mctp
FBtr0110971.1,Mctp
FBtr0086611.1,tRNA:CR30229
FBtr0333776.1,CR43964
FBtr0086640.1,CG15093
FBtr0086639.1,CG15093
FBtr0303846.1,CG15093
FBtr0086613.1,CG15080
FBtr0086636.1,MFS15
FBtr0086637.1,MFS15
FBtr0345426.1,l(2)08717
FBtr0086634.1,l(2)08717
FBtr0086635.1,l(2)08717
FBtr0340529.1,CR44468
FBtr0340528.1,CR44468
FBtr0086632.1,CG15096
FBtr0086633.1,CG15096
FBtr0340492.1,CG15096
FBtr0308767.1,CR43418
FBtr0112863.1,Phb2
FBtr0112861.1,Phb2
FBtr0086616.1,Phb2
FBtr0086615.1,Phb2
FBtr0086614.1,Phb2
FBtr0112862.1,Phb2
FBtr0086630.1,CG15097
FBtr0330605.1,CG15097
FBtr0330604.1,CG15097
FBtr0303237.1,CG15097
FBtr0330053.1,CG15082
FBtr0086617.1,CG15082
FBtr0086629.1,CG15098
FBtr0086618.1,CG15083
FBtr0086628.1,CG15099
FBtr0330054.1,CG15099
FBtr0086627.1,CG15100
FBtr0086619.1,CG15084
FBtr0273238.1,CG18190
FBtr0086625.1,Jheh1
FBtr0345981.1,Jheh2
FBtr0089970.1,Jheh2
FBtr0086622.1,Jheh3
FBtr0304817.1,CG43069
FBtr0304818.1,CG43070
FBtr0344890.1,CG43070
FBtr0340446.1,CG43071
FBtr0307055.1,CG43071
FBtr0086620.1,Dpt
FBtr0086621.1,DptB
FBtr0304896.1,CG43109
FBtr0290300.1,sano
FBtr0086566.1,sano
FBtr0086567.1,sano
FBtr0086569.1,sano
FBtr0086568.1,sano
FBtr0344564.1,sano
FBtr0114298.1,snoRNA:Me28S-U1130
FBtr0086602.1,Vha100-3
FBtr0086601.1,prod
FBtr0331978.1,CG15107
FBtr0086600.1,CG15107
FBtr0331977.1,Topors
FBtr0086570.1,Topors
FBtr0302494.1,CG18605
FBtr0340449.1,tn
FBtr0340447.1,tn
FBtr0114622.1,tn
FBtr0086572.1,tn
FBtr0086573.1,tn
FBtr0340448.1,tn
FBtr0309772.1,snoRNA:abba-a
FBtr0330056.1,5-HT1B
FBtr0330055.1,5-HT1B
FBtr0086599.1,5-HT1B
FBtr0307099.1,CG43351
FBtr0086597.1,CG15115
FBtr0086596.1,CG15116
FBtr0299568.1,CG15109
FBtr0100137.1,CG15109
FBtr0086574.1,CG15109
FBtr0086577.1,5-HT1A
FBtr0086595.1,Ir56a
FBtr0100129.1,CG15117
FBtr0340458.1,CG15117
FBtr0340459.1,CG15117
FBtr0086593.1,CG15117
FBtr0086594.1,CG15117
FBtr0340457.1,CG15117
FBtr0086579.1,botv
FBtr0086590.1,CG15118
FBtr0086592.1,CG15118
FBtr0086591.1,CG15118
FBtr0113096.1,CG15118
FBtr0086581.1,CG15111
FBtr0086580.1,CG15111
FBtr0100176.1,ena
FBtr0340450.1,ena
FBtr0086583.1,ena
FBtr0086582.1,ena
FBtr0100174.1,ena
FBtr0086584.1,ena
FBtr0114623.1,ena
FBtr0308635.1,CR43399
FBtr0290314.1,CG10737
FBtr0290313.1,CG10737
FBtr0290316.1,CG10737
FBtr0086585.1,CG10737
FBtr0290312.1,CG10737
FBtr0086586.1,CG10737
FBtr0100282.1,CG10737
FBtr0340453.1,CG10737
FBtr0086588.1,CG10737
FBtr0340451.1,CG10737
FBtr0340452.1,CG10737
FBtr0290311.1,CG10737
FBtr0290317.1,CG10737
FBtr0290318.1,CG10737
FBtr0340454.1,hppy
FBtr0086504.1,hppy
FBtr0340456.1,hppy
FBtr0086503.1,hppy
FBtr0340455.1,hppy
FBtr0086505.1,CG7137
FBtr0340468.1,cora
FBtr0086506.1,cora
FBtr0301279.1,cora
FBtr0340469.1,cora
FBtr0086509.1,cora
FBtr0086508.1,cora
FBtr0340470.1,wbl
FBtr0086510.1,wbl
FBtr0086565.1,CG33454
FBtr0340471.1,CG33453
FBtr0086564.1,CG33453
FBtr0340472.1,CR44432
FBtr0086511.1,CG7229
FBtr0330057.1,rib
FBtr0086512.1,rib
FBtr0330058.1,rib
FBtr0086563.1,CG11906
FBtr0086562.1,CG10476
FBtr0086561.1,CG10474
FBtr0300592.1,CG18606
FBtr0086514.1,CG18607
FBtr0086515.1,FK506-bp2
FBtr0086560.1,mip40
FBtr0331925.1,Tab2
FBtr0086516.1,Tab2
FBtr0305333.1,Tab2
FBtr0300283.1,CG7461
FBtr0345425.1,CG7461
FBtr0086559.1,EndoB
FBtr0113097.1,EndoB
FBtr0113098.1,EndoB
FBtr0086558.1,EndoB
FBtr0334284.1,Rgk1
FBtr0334282.1,Rgk1
FBtr0334283.1,Rgk1
FBtr0302390.1,CG34045
FBtr0086518.1,CG9975
FBtr0304055.1,CG9975
FBtr0086519.1,CG11961
FBtr0086520.1,CG11961
FBtr0308495.1,CG11961
FBtr0086521.1,CG10051
FBtr0334008.1,CG9416
FBtr0086555.1,CG9416
FBtr0086522.1,CG10062
FBtr0334005.1,CG10062
FBtr0334006.1,CG10062
FBtr0310321.1,CG10073
FBtr0086523.1,CG10073
FBtr0086524.1,CG10081
FBtr0334007.1,CG10081
FBtr0086525.1,CG11257
FBtr0086553.1,SdhA
FBtr0086554.1,SdhA
FBtr0086552.1,SdhA
FBtr0086551.1,cer
FBtr0347018.1,CR45925
FBtr0309115.1,hts
FBtr0340491.1,hts
FBtr0309112.1,hts
FBtr0309109.1,hts
FBtr0309110.1,hts
FBtr0309114.1,hts
FBtr0309106.1,hts
FBtr0309108.1,hts
FBtr0309111.1,hts
FBtr0309104.1,hts
FBtr0309113.1,hts
FBtr0309102.1,hts
FBtr0309105.1,hts
FBtr0309103.1,hts
FBtr0309107.1,hts
FBtr0309059.1,CR43430
FBtr0309763.1,snoRNA:hts-a
FBtr0086526.1,tRNA:S4:56D
FBtr0086527.1,tRNA:CR30225
FBtr0086528.1,tRNA:CR30326
FBtr0112869.1,CalpA
FBtr0340532.1,CalpA
FBtr0086529.1,CalpA
FBtr0086530.1,CalpA
FBtr0086542.1,Fak
FBtr0301883.1,Fak
FBtr0086544.1,Fak
FBtr0086543.1,Fak
FBtr0114605.1,Fak
FBtr0301882.1,Fak
FBtr0086531.1,Spt5
FBtr0340533.1,RpL11
FBtr0086533.1,RpL11
FBtr0113515.1,snoRNA:Psi28S-2444
FBtr0086534.1,Arl6
FBtr0340534.1,Arl6
FBtr0086541.1,EloC
FBtr0086540.1,EloC
FBtr0086536.1,betaTub56D
FBtr0086537.1,betaTub56D
FBtr0086535.1,CG7744
FBtr0086461.1,mei-W68
FBtr0330243.1,par-1
FBtr0100390.1,par-1
FBtr0330245.1,par-1
FBtr0330244.1,par-1
FBtr0301505.1,par-1
FBtr0086450.1,par-1
FBtr0100393.1,par-1
FBtr0086457.1,par-1
FBtr0301506.1,par-1
FBtr0301503.1,par-1
FBtr0301504.1,par-1
FBtr0086502.1,TBCB
FBtr0086501.1,Oseg6
FBtr0086462.1,Rep
FBtr0331920.1,hpo
FBtr0086500.1,hpo
FBtr0086463.1,CG15120
FBtr0086499.1,CG16926
FBtr0345818.1,CG16926
FBtr0345929.1,CG11007
FBtr0086464.1,CG11007
FBtr0340535.1,CR44472
FBtr0340536.1,CR44472
FBtr0086498.1,tRNA:H:56E
FBtr0086465.1,Ir56b
FBtr0086466.1,Ir56c
FBtr0086497.1,Ir56d
FBtr0310331.1,sm
FBtr0304656.1,sm
FBtr0308797.1,sm
FBtr0308791.1,sm
FBtr0308785.1,sm
FBtr0304653.1,sm
FBtr0308792.1,sm
FBtr0301609.1,sm
FBtr0308790.1,sm
FBtr0304655.1,sm
FBtr0086492.1,sm
FBtr0304654.1,sm
FBtr0308786.1,sm
FBtr0110898.1,sm
FBtr0308796.1,sm
FBtr0086495.1,sm
FBtr0308795.1,sm
FBtr0332857.1,sm
FBtr0100232.1,sm
FBtr0301610.1,sm
FBtr0308793.1,sm
FBtr0304898.1,CG43111
FBtr0100843.1,tRNA:CR33535
FBtr0304652.1,CG42878
FBtr0300829.1,CG16716
FBtr0340537.1,CR44473
FBtr0340538.1,CR44474
FBtr0340594.1,CR44503
FBtr0303283.1,CG42753
FBtr0086469.1,CG18367
FBtr0309577.1,mir-4983
FBtr0309578.1,mir-4983
FBtr0309579.1,mir-4983
FBtr0306718.1,CG43277
FBtr0086470.1,CG15124
FBtr0336983.1,CG15905
FBtr0303023.1,CG15905
FBtr0336979.1,Ir56e
FBtr0336982.1,CR44212
FBtr0336980.1,CR44213
FBtr0344610.1,CR44214
FBtr0086471.1,CG15125
FBtr0340595.1,CG15125
FBtr0340598.1,CR44504
FBtr0304357.1,mir-6-3
FBtr0304358.1,mir-6-3
FBtr0309744.1,mir-6-3
FBtr0304333.1,mir-6-2
FBtr0304334.1,mir-6-2
FBtr0309748.1,mir-6-2
FBtr0304530.1,mir-6-1
FBtr0304531.1,mir-6-1
FBtr0304329.1,mir-5
FBtr0304330.1,mir-5
FBtr0304347.1,mir-4
FBtr0304348.1,mir-4
FBtr0304444.1,mir-286
FBtr0304445.1,mir-286
FBtr0304194.1,mir-3
FBtr0304195.1,mir-3
FBtr0304223.1,mir-309
FBtr0304224.1,mir-309
FBtr0086472.1,CG11018
FBtr0086484.1,hrg
FBtr0086483.1,hrg
FBtr0330248.1,hrg
FBtr0111010.1,hrg
FBtr0086473.1,isopeptidase-T-3
FBtr0330247.1,isopeptidase-T-3
FBtr0086474.1,isopeptidase-T-3
FBtr0086482.1,CG15127
FBtr0112391.1,CG34198
FBtr0340597.1,CR44505
FBtr0086481.1,CG15128
FBtr0086475.1,CG15126
FBtr0340596.1,CR44506
FBtr0086476.1,Obp56a
FBtr0086480.1,Obp56b
FBtr0086479.1,Obp56c
FBtr0307891.1,Obp56c
FBtr0345676.1,Obp56d
FBtr0086477.1,Obp56d
FBtr0340599.1,CR44509
FBtr0340600.1,Obp56e
FBtr0086327.1,Obp56e
FBtr0086328.1,Obp56f
FBtr0086329.1,CG8517
FBtr0086330.1,tRNA:CR30215
FBtr0086449.1,tRNA:CR30452
FBtr0086331.1,tRNA:CR30218
FBtr0086448.1,tRNA:E4:56Fc
FBtr0091934.1,snoRNA:185
FBtr0086447.1,tRNA:E4:56Fb
FBtr0086446.1,tRNA:E4:56Fa
FBtr0086445.1,tRNA:CR30454
FBtr0086332.1,tRNA:CR30220
FBtr0086333.1,tRNA:CR30449
FBtr0086444.1,5SrRNA:CR33452
FBtr0086443.1,5SrRNA:CR33451
FBtr0086442.1,5SrRNA:CR33450
FBtr0086441.1,5SrRNA:CR33449
FBtr0086440.1,5SrRNA:CR33448
FBtr0086439.1,5SrRNA:CR33447
FBtr0086438.1,5SrRNA:CR33446
FBtr0086437.1,5SrRNA:CR33445
FBtr0086436.1,5SrRNA:CR33444
FBtr0086435.1,5SrRNA:CR33443
FBtr0086434.1,5SrRNA:CR33442
FBtr0086433.1,5SrRNA:CR33441
FBtr0086432.1,5SrRNA:CR33440
FBtr0086431.1,5SrRNA:CR33439
FBtr0086430.1,5SrRNA:CR33438
FBtr0086429.1,5SrRNA:CR33437
FBtr0086428.1,5SrRNA:CR33436
FBtr0086427.1,5SrRNA:CR33435
FBtr0086426.1,5SrRNA:CR33434
FBtr0086425.1,5SrRNA:CR33433
FBtr0086424.1,5SrRNA:CR33432
FBtr0086423.1,5SrRNA:CR33431
FBtr0086422.1,5SrRNA:CR33430
FBtr0086421.1,5SrRNA:CR33429
FBtr0086420.1,5SrRNA:CR33428
FBtr0086419.1,5SrRNA:CR33427
FBtr0086418.1,5SrRNA:CR33426
FBtr0086417.1,5SrRNA:CR33425
FBtr0086416.1,5SrRNA:CR33424
FBtr0086415.1,5SrRNA:CR33423
FBtr0086414.1,5SrRNA:CR33422
FBtr0086413.1,5SrRNA:CR33421
FBtr0086412.1,5SrRNA:CR33420
FBtr0086411.1,5SrRNA:CR33419
FBtr0086410.1,5SrRNA:CR33418
FBtr0086409.1,5SrRNA:CR33417
FBtr0086408.1,5SrRNA-Psi:CR33416
FBtr0086407.1,5SrRNA:CR33415
FBtr0086406.1,5SrRNA:CR33414
FBtr0086405.1,5SrRNA:CR33413
FBtr0086404.1,5SrRNA:CR33412
FBtr0086403.1,5SrRNA:CR33411
FBtr0086402.1,5SrRNA:CR33410
FBtr0086401.1,5SrRNA:CR33409
FBtr0086400.1,5SrRNA:CR33408
FBtr0086399.1,5SrRNA:CR33407
FBtr0086398.1,5SrRNA:CR33406
FBtr0086397.1,5SrRNA:CR33405
FBtr0086396.1,5SrRNA:CR33404
FBtr0086395.1,5SrRNA:CR33403
FBtr0086394.1,5SrRNA:CR33402
FBtr0086393.1,5SrRNA:CR33401
FBtr0086392.1,5SrRNA:CR33400
FBtr0086391.1,5SrRNA:CR33399
FBtr0086390.1,5SrRNA:CR33398
FBtr0086389.1,5SrRNA:CR33397
FBtr0086388.1,5SrRNA:CR33396
FBtr0086387.1,5SrRNA:CR33395
FBtr0086386.1,5SrRNA:CR33394
FBtr0086385.1,5SrRNA:CR33393
FBtr0086384.1,5SrRNA:CR33392
FBtr0086383.1,5SrRNA:CR33391
FBtr0086382.1,5SrRNA:CR33390
FBtr0086381.1,5SrRNA:CR33389
FBtr0086380.1,5SrRNA:CR33388
FBtr0086379.1,5SrRNA:CR33387
FBtr0086378.1,5SrRNA:CR33386
FBtr0086377.1,5SrRNA:CR33385
FBtr0086376.1,5SrRNA:CR33384
FBtr0086375.1,5SrRNA:CR33383
FBtr0086374.1,5SrRNA:CR33382
FBtr0086373.1,5SrRNA:CR33381
FBtr0086372.1,5SrRNA:CR33380
FBtr0086371.1,5SrRNA:CR33379
FBtr0086370.1,5SrRNA:CR33378
FBtr0086369.1,5SrRNA:CR33377
FBtr0086368.1,5SrRNA:CR33376
FBtr0086367.1,5SrRNA:CR33375
FBtr0086366.1,5SrRNA:CR33374
FBtr0086365.1,5SrRNA:CR33373
FBtr0086364.1,5SrRNA:CR33372
FBtr0086363.1,5SrRNA-Psi:CR33371
FBtr0086362.1,5SrRNA:CR33370
FBtr0086361.1,5SrRNA:CR33369
FBtr0086360.1,5SrRNA:CR33368
FBtr0086359.1,5SrRNA:CR33367
FBtr0086358.1,5SrRNA:CR33366
FBtr0086357.1,5SrRNA:CR33365
FBtr0086356.1,5SrRNA:CR33364
FBtr0086355.1,5SrRNA-Psi:CR33363
FBtr0086354.1,5SrRNA:CR33362
FBtr0086353.1,5SrRNA:CR33361
FBtr0086352.1,5SrRNA:CR33360
FBtr0086351.1,5SrRNA:CR33359
FBtr0086350.1,5SrRNA:CR33358
FBtr0086349.1,5SrRNA:CR33357
FBtr0086348.1,5SrRNA-Psi:CR33356
FBtr0086347.1,5SrRNA:CR33355
FBtr0086346.1,5SrRNA:CR33354
FBtr0086345.1,5SrRNA:CR33353
FBtr0086344.1,Or56a
FBtr0086343.1,Obp56g
FBtr0086342.1,Obp56g
FBtr0345374.1,CR45231
FBtr0086334.1,tRNA:K2:56EF
FBtr0086335.1,Obp56h
FBtr0302932.1,Obp56h
FBtr0086336.1,Toll-7
FBtr0340727.1,CG44569
FBtr0340726.1,CR44570
FBtr0340724.1,CR44571
FBtr0303458.1,Obp56i
FBtr0086337.1,Obp56i
FBtr0340520.1,CR44460
FBtr0086341.1,CG13872
FBtr0340725.1,CR44572
FBtr0340728.1,CR44573
FBtr0342670.1,CR44626
FBtr0342665.1,CR44627
FBtr0308772.1,CR43421
FBtr0347025.1,CG42690
FBtr0302889.1,CG42690
FBtr0306044.1,CG43195
FBtr0308771.1,CG43195
FBtr0302888.1,CG42691
FBtr0310548.1,CG42691
FBtr0306043.1,CG30447
FBtr0300422.1,CG30447
FBtr0086338.1,CG30447
FBtr0086339.1,CG10822
FBtr0342666.1,CG44622
FBtr0342669.1,CG44623
FBtr0342667.1,CG8654
FBtr0305677.1,CG8654
FBtr0086340.1,CG8654
FBtr0305676.1,CG8654
FBtr0086326.1,tRNA:CR30212
FBtr0100846.1,tRNA:CR33538
FBtr0086325.1,CG16898
FBtr0342668.1,CR44628
FBtr0342682.1,CR44629
FBtr0342686.1,CR44630
FBtr0342683.1,CR44631
FBtr0342684.1,CR44632
FBtr0342685.1,CR44633
FBtr0086309.1,18w
FBtr0342689.1,CR44634
FBtr0342687.1,CR44635
FBtr0342688.1,CR44636
FBtr0300692.1,CG11041
FBtr0345372.1,CR45229
FBtr0086324.1,CG16894
FBtr0345870.1,CR45423
FBtr0086312.1,tRNA:G3:56EFa
FBtr0086313.1,CG11044
FBtr0086314.1,tRNA:G3:56EFb
FBtr0342671.1,CG44624
FBtr0342672.1,CG44625
FBtr0086315.1,CG11099
FBtr0342673.1,CG11099
FBtr0086323.1,CG13869
FBtr0086316.1,Efhc1.2
FBtr0086322.1,CG11208
FBtr0086321.1,ppk6
FBtr0086320.1,CG9864
FBtr0336635.1,CG9864
FBtr0086319.1,Ate1
FBtr0086318.1,Ate1
FBtr0336634.1,Ate1
FBtr0086317.1,Ate1
FBtr0086270.1,Hsl
FBtr0086271.1,Hsl
FBtr0086272.1,Hsl
FBtr0086307.1,PCNA
FBtr0086308.1,PCNA
FBtr0086306.1,plu
FBtr0086273.1,RpS18
FBtr0086274.1,RpS18
FBtr0332257.1,CR43812
FBtr0339542.1,CG8908
FBtr0086305.1,CG10444
FBtr0086277.1,CG11788
FBtr0086304.1,CG9143
FBtr0086303.1,CG9090
FBtr0342680.1,CG9090
FBtr0342679.1,CG9090
FBtr0086302.1,CG16868
FBtr0112392.1,CG34199
FBtr0086301.1,Cpr56F
FBtr0086278.1,CkIIbeta2
FBtr0342674.1,CR44638
FBtr0342675.1,CR44639
FBtr0342676.1,CR44640
FBtr0342677.1,CR44641
FBtr0086299.1,CG11200
FBtr0344185.1,CG11200
FBtr0086300.1,CG11200
FBtr0301209.1,CG13868
FBtr0086298.1,CG13868
FBtr0342678.1,CR44642
FBtr0086282.1,CG13871
FBtr0086280.1,CG8920
FBtr0301207.1,CG8920
FBtr0086281.1,CG8920
FBtr0309253.1,CG8920
FBtr0086297.1,MED8
FBtr0086284.1,CG8929
FBtr0086283.1,CG8929
FBtr0086285.1,CG8929
FBtr0345355.1,CG8929
FBtr0086286.1,CG16739
FBtr0086287.1,CG13870
FBtr0086288.1,CG13870
FBtr0086289.1,CG16741
FBtr0290122.1,CG11192
FBtr0112775.1,CG12484
FBtr0342690.1,CG12484
FBtr0273284.1,CG12484
FBtr0112774.1,CG12484
FBtr0342698.1,CR44643
FBtr0086292.1,Obp57c
FBtr0086293.1,Obp57b
FBtr0342691.1,Obp57b
FBtr0086294.1,Obp57a
FBtr0342697.1,CR44644
FBtr0342692.1,CR44645
FBtr0342693.1,CR44646
FBtr0342694.1,CR44647
FBtr0342695.1,CR44648
FBtr0342696.1,CR44649
FBtr0086295.1,CG13426
FBtr0342699.1,CR44650
FBtr0086214.1,GNBP-like3
FBtr0086269.1,CG30151
FBtr0342700.1,CR44651
FBtr0086215.1,CG30154
FBtr0345933.1,CG18067
FBtr0086216.1,CG18067
FBtr0086217.1,CG13423
FBtr0086268.1,CG13427
FBtr0308649.1,CG13428
FBtr0086267.1,CG13428
FBtr0342707.1,CR44652
FBtr0342706.1,CG30148
FBtr0086266.1,CG30148
FBtr0086265.1,Obp57e
FBtr0299804.1,Obp57d
FBtr0299803.1,Cpr57A
FBtr0086263.1,Cpr57A
FBtr0100495.1,CG13430
FBtr0100496.1,CG13430
FBtr0100677.1,CG18065
FBtr0342701.1,lms
FBtr0342702.1,lms
FBtr0086259.1,Mgat1
FBtr0342703.1,CR44653
FBtr0342705.1,CG43308
FBtr0306843.1,CG43308
FBtr0086258.1,qsm
FBtr0342704.1,qsm
FBtr0304418.1,mir-310
FBtr0304419.1,mir-310
FBtr0304311.1,mir-311
FBtr0304312.1,mir-311
FBtr0304466.1,mir-312
FBtr0304467.1,mir-312
FBtr0304436.1,mir-313
FBtr0304437.1,mir-313
FBtr0304256.1,mir-2498
FBtr0304258.1,mir-2498
FBtr0304257.1,mir-2498
FBtr0304292.1,mir-991
FBtr0304293.1,mir-991
FBtr0304516.1,mir-992
FBtr0304517.1,mir-992
FBtr0086257.1,Nnf1a
FBtr0301760.1,bl
FBtr0086219.1,bl
FBtr0086221.1,bl
FBtr0086220.1,bl
FBtr0336730.1,bl
FBtr0086222.1,bl
FBtr0304180.1,mir-7
FBtr0304181.1,mir-7
FBtr0086255.1,Hil
FBtr0086256.1,Hil
FBtr0086226.1,CG9945
FBtr0086225.1,CG9945
FBtr0086254.1,CG11180
FBtr0342722.1,CG11180
FBtr0086227.1,CG16742
FBtr0086253.1,Rcd6
FBtr0300698.1,Rcd6
FBtr0086252.1,rig
FBtr0086229.1,CG13436
FBtr0342716.1,maf-S
FBtr0086230.1,maf-S
FBtr0086231.1,CG11110
FBtr0091787.1,CG33786
FBtr0091786.1,CG33785
FBtr0086232.1,DMAP1
FBtr0302284.1,Lrt
FBtr0342717.1,Lrt
FBtr0342721.1,CG16799
FBtr0086249.1,CG16799
FBtr0086248.1,CG11159
FBtr0086234.1,tRNA:CR30155
FBtr0086247.1,tRNA:CR30211
FBtr0086235.1,CG13437
FBtr0086246.1,Fem-1
FBtr0086245.1,Fem-1
FBtr0302285.1,exu
FBtr0086244.1,exu
FBtr0086243.1,exu
FBtr0086242.1,exu
FBtr0345353.1,CG30152
FBtr0086236.1,CG30152
FBtr0342718.1,CG30152
FBtr0345354.1,CG30152
FBtr0086241.1,Gr57a
FBtr0342719.1,CR44659
FBtr0086237.1,CG13438
FBtr0344877.1,dpr
FBtr0086238.1,dpr
FBtr0342720.1,CR44660
FBtr0086240.1,CG13442
FBtr0112394.1,CG34201
FBtr0112395.1,CG34202
FBtr0345680.1,CR44665
FBtr0342790.1,CR44665
FBtr0086239.1,CG13443
FBtr0321317.1,CG43709
FBtr0321316.1,CG43710
FBtr0321315.1,CG43711
FBtr0342792.1,CR44666
FBtr0310390.1,CG43666
FBtr0310389.1,CG43667
FBtr0310452.1,CG43677
FBtr0310388.1,CG43668
FBtr0342791.1,CG15225
FBtr0071562.1,insc
FBtr0071563.1,sktl
FBtr0342801.1,sktl
FBtr0344196.1,sktl
FBtr0342793.1,CR44667
FBtr0071561.1,CG17999
FBtr0071560.1,CG9993
FBtr0335284.1,CG15227
FBtr0345819.1,IM4
FBtr0071559.1,IM4
FBtr0100038.1,IM14
FBtr0071515.1,Ipk1
FBtr0332465.1,Ipk1
FBtr0113368.1,Ipk1
FBtr0342794.1,Ipk1
FBtr0304717.1,Cib2
FBtr0342799.1,otp
FBtr0342796.1,otp
FBtr0342800.1,otp
FBtr0110772.1,otp
FBtr0342798.1,otp
FBtr0290289.1,otp
FBtr0342797.1,otp
FBtr0342795.1,otp
FBtr0305615.1,CR43160
FBtr0071517.1,CG9235
FBtr0342783.1,Rx
FBtr0071519.1,Act57B
FBtr0091781.1,snoRNA:660
FBtr0091692.1,CG33704
FBtr0071556.1,hbn
FBtr0300563.1,CG15649
FBtr0071555.1,CG15649
FBtr0110813.1,CG34115
FBtr0071520.1,CG9344
FBtr0345667.1,CG15650
FBtr0071554.1,CG15650
FBtr0345666.1,CG9313
FBtr0342788.1,CG9313
FBtr0071521.1,CG9313
FBtr0071553.1,CG15651
FBtr0273396.1,CG3216
FBtr0273397.1,CG3216
FBtr0273414.1,dgt3
FBtr0071522.1,Prosalpha3
FBtr0071524.1,CG10543
FBtr0332594.1,CG10543
FBtr0332593.1,CG10543
FBtr0303195.1,CG10543
FBtr0071549.1,CG30291
FBtr0071548.1,grau
FBtr0071526.1,CG9346
FBtr0071547.1,CG3295
FBtr0301900.1,RIC-3
FBtr0301897.1,RIC-3
FBtr0301892.1,RIC-3
FBtr0301901.1,RIC-3
FBtr0301894.1,RIC-3
FBtr0301896.1,RIC-3
